,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-01_LMT_PS_PMM_R1,0_Cornell_Pos_S-04_LMT_PS_PMM_R1,0_Cornell_Pos_S-08_LMT_PS_PMM_R1,0_Cornell_Pos_S-09_LMT_PS_PMM_RP_R1,0_Cornell_Pos_S-14_LMH_PS_PMM_R1,0_Cornell_Pos_S-15_LMT_LMH_PS_PMM_R1,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-19_LMH_PS_PMM_R1,0_Cornell_Pos_S-21_LMT_PS_PMM_R1,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-28_LMT_PS_PMM_R1,0_Cornell_Pos_S-31_LMT_PS_PMM_R1,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM_R1,1_Cornell_Pos_S-03_LCC_PS_R1,1_Cornell_Pos_S-05_O_R1,1_Cornell_Pos_S-06_O_R1,1_Cornell_Pos_S-07_O_R1,1_Cornell_Pos_S-13_O_R1,1_Cornell_Pos_S-18_O_R1,1_Cornell_Pos_S-20_O_R1,1_Cornell_Pos_S-22_O_R1,1_Cornell_Pos_S-23_O_R1,1_Cornell_Pos_S-25_O_R1,1_Cornell_Pos_S-26_O_R1,1_Cornell_Pos_S-29_RP_R1,1_Cornell_Pos_S-30_O_R1,1_Cornell_Pos_S-33_O_R1,1_Cornell_Pos_S-34_O_R1,1_Cornell_Pos_S-36_O_R1,1_Cornell_Pos_S-37_O_R1,1_Cornell_Pos_S-38_O_R1,1_Cornell_Pos_S-41_O_R1,1_Cornell_Pos_S-43_RP_R1,1_Cornell_Pos_S-44_O_R1,1_Cornell_Pos_S-46_O_R1,1_Cornell_Pos_S-47_RP_R1,1_Cornell_Pos_S-48_O_R1,1_Cornell_Pos_S-49_O_R1,1_Cornell_Pos_S-50_LMH_LCT_PS_PMM_R1,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
28277,28277,2.061,724.2923,Unknown,[M+H]+,,0.213,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.18,Cornell_Pos_S-47_R,724.2923:679206 725.29565:0 726.29901:0,,714.06787_@_1.918,4.307723147,3.632896729,4.653753871,4.205672198,5.025122306,4.995558083,4.834860505,4.248221425,3.232100198,4.719392975,4.121922126,4.463588193,4.949326764,4.656752987,4.741404332,4.423611604,4.82300161,4.63785394,5.359824653,4.649345386,4.204363287,4.324824375,3.908474392,4.525720051,5.400553944,5.472522875,4.539346848,5.713913177,5.813129653,5.319080564,4.463785027,4.400552988,4.699833378,5.454697195,4.912167791,4.07240656,4.663820333,4.879984719,4.740040383,4.817677254,0.374307498,4.431920822,0.339153994,0.032283233,0.16842447,0.135788148,515,0.000752418,-0.031530815,0
6820,6820,12.493,273.18411,w/o MS2:h_92_oxabolone,[M+H]+,adduct linked to 7659_[M+NH4]+,0.596,FALSE,,273.18399,C18H26O3,Estrogens and derivatives,GXHBCWCMYVTJOW-DNBWYCQVSA-N,O[C@H]1CCC2C3CCC4=C(O)C(CCC4C3CC[C@@]21C)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.9,,,,,22.89,Cornell_Pos_S-25,273.18411:12603496 274.18746:2882453 275.19082:3466069,,264.27298_@_11.677,3.04484804,3.787070752,2.973775293,3.68699007,3.510374734,2.376307042,2.871440264,3.501003714,3.083827602,3.633985581,2.556489957,3.563935469,3.162983464,3.545113607,3.290205444,4.561350196,2.989844485,3.693448013,3.19166982,3.45750176,3.703492174,3.328818245,2.960216,3.536999531,3.492409846,3.503593084,3.813184411,3.870316206,3.198072178,4.175600817,3.304856035,3.640814461,3.502350418,3.743561215,3.170688044,3.944464587,3.572486965,2.857706663,3.670754619,3.588728771,0.29376948,3.235581828,0.338994311,0.032369822,0.132255709,0.106627962,516,0.000753879,-0.031615943,0
18968,18968,10.959,506.83582,Unknown,[M+H]+,,0.045,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.55,Cornell_Pos_S-05_R,506.83582:125778 507.83917:0 508.84253:0,,500.14871_@_2.104,5.577992507,2.711226693,5.421873019,5.460819323,5.044873031,5.394194478,5.181258981,5.002795137,4.594367568,5.15836423,5.018249696,4.606272514,4.284575271,6.084404622,5.039398508,6.254317867,4.862633203,6.365936316,6.299867792,5.263023651,4.979637153,5.284012839,5.630224658,6.657492285,5.425958834,5.761559675,5.737767109,5.611559395,5.512368471,5.718508433,5.277238382,4.411164723,6.092926751,6.321058113,5.020826366,4.554870781,6.020575161,5.324069285,4.367221711,4.639651384,0.510992363,4.967233362,0.338462826,0.032659402,0.230458069,0.185801235,517,0.00075534,-0.031904062,0
24650,24650,5.507,631.30927,"w/o MS2:2-((7-acetamido-1,2,3-trimethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-10-yl)amino)-N-(3-acetamidophenyl)-3-methylpentanamide",[M+H]+,,0.056,FALSE,6.03,631.31,C35H42N4O7,Isoleucine and derivatives,HPXCSOULTKVTSY-UHFFFAOYSA-N,O=C1C=C2C(=CC=C1NC(C(=O)NC=3C=CC=C(C3)NC(=O)C)C(C)CC)C4=C(OC)C(OC)=C(OC)C=C4CCC2NC(=O)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,97.2,100,,,,13.5,Cornell_Pos_S-09,631.30927:1855995 632.31262:551924 633.31598:0,,621.44202_@_18.512,4.848478693,5.34078882,4.715017394,5.515988081,4.642045196,4.663607655,4.768810509,5.771632858,4.719755095,4.576269956,5.56830563,4.57290397,4.850379551,4.850465159,4.71847798,4.448773379,4.783833079,4.689954564,5.741064332,4.7616587,4.565900004,4.581665108,4.77562278,4.364721409,4.777058992,4.63650527,4.83409799,4.779283367,4.928507188,4.785806674,4.796326003,4.482566695,4.636217992,4.687199725,4.711304989,4.837845811,4.598600379,4.727714676,4.852642677,4.384243187,-0.231014729,4.957460612,-0.338310729,0.032742663,0.104240774,0.084041599,518,0.000756801,-0.031985862,0
15122,15122,17.352,431.32941,Unknown,[M+H]+,,0.157,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.54,Cornell_Pos_S-09,431.32941:1054068 432.33276:348596 433.33612:94134,,425.14536_@_2.114,5.428847891,4.516020637,5.774214328,5.847015359,4.596754901,6.03582537,4.543868634,5.271826862,5.261306075,4.353645222,5.612133739,4.52690989,5.675427885,5.777495325,4.848960733,4.663816027,4.743470307,5.986648096,5.623554941,4.363248771,5.203037531,4.586566151,3.44907621,6.057554003,4.674182501,4.625275936,4.367711243,4.445542629,4.233582412,4.7696622,4.972399068,4.645369239,5.450358385,4.7972229,5.043767317,4.124678278,4.693137275,4.91167907,4.40072456,5.281299991,-0.423841303,5.230092294,-0.338183481,0.032812455,0.191331167,0.154256119,519,0.000758262,-0.032054193,0
31469,31469,12.346,830.55103,Unknown,[M+H]+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,21.25,Cornell_Pos_S-47,830.55103:1398158 831.55438:946787 832.55774:359090,,812.47406_@_9,3.015092397,1.946646379,4.704178945,4.587499896,3.469301283,2.485247599,3.456213843,3.413509628,2.896902561,3.326877173,3.563600152,3.348222332,4.196408122,3.819105829,3.439347491,4.953904399,4.071963108,5.796162748,4.334490133,3.331307831,3.761155803,3.503859449,3.46777532,5.178153794,3.171863885,3.561472201,3.439690609,3.922330745,3.819690195,4.349388076,3.57052347,3.154543259,5.049193128,3.288479532,3.554119515,4.434057172,3.74029449,4.188188835,3.327123854,5.123523456,0.537108449,3.444914724,0.338169155,0.03282032,0.242474015,0.1954888,520,0.000759723,-0.032060597,0
28138,28138,15.253,720.24377,Unknown,[M+5H]5+,,0.157,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.72,Cornell_Pos_S-25,720.24377:86244 721.24712:0 722.25048:0,,710.08105_@_1.855,3.586023281,3.314685049,4.360184731,4.293191419,4.740219133,4.583897817,4.54384775,3.702459282,2.390064978,3.626935845,3.459803118,3.653278384,4.998263498,5.032677995,4.57185452,4.615676088,5.113511506,5.698059541,4.841260081,4.398085707,3.70394319,4.444495564,3.743433809,5.015972364,4.66299221,4.466479287,3.825801035,3.634792112,4.642626633,4.592900563,4.116794662,3.446483871,4.671528162,4.541133366,4.556968427,4.227395056,4.341769456,4.675712076,4.696884538,4.630161774,0.436401591,4.020395163,0.33784209,0.033000302,0.197225917,0.159008618,521,0.000761184,-0.032239118,0
2838,2838,2.669,176.1223,w/o MS2:L-Arginine,[M+H]+,,0.09,FALSE,4.088,176.12,C6H14N4O2,L-alpha-amino acids,ODKSFYDXXFIFQN-BYPYZUCNSA-N,NC(=N)NCCC[C@H](N)C(O)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,75.9,100,,,,13.19,Cornell_Pos_S-18,176.1223:2230520 177.12565:91994 178.12901:0,,168.21912_@_9.65,3.727882971,3.812188917,3.798265841,3.948065937,3.574504192,3.447283234,3.267009151,3.552353779,3.762124413,3.695045266,3.784270191,3.578547947,4.172145999,3.041502149,4.02534289,3.690514766,3.2974849,3.170470672,2.941716949,3.426300145,3.003212771,3.08549726,3.869795969,2.637938458,3.397183838,3.869774214,3.464010615,3.550514698,3.110403332,3.229205494,2.937386865,2.904384352,2.514662175,3.237412484,3.437377297,3.307269926,3.516949172,3.414910293,3.795160103,4.589179944,-0.291906883,3.654370713,-0.337756139,0.033047735,0.131961345,0.106390638,522,0.000762645,-0.03228509,0
29638,29638,2.405,763.11444,Unknown,[M+H]+,,0.135,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.45,Cornell_Pos_S-47,763.11444:1594436 764.11779:0 765.12115:731942,,751.06006_@_2.146,4.379807604,3.510628595,4.177781524,3.170720735,4.540675545,5.332390566,3.378085721,4.377799163,2.823518715,4.495916565,2.310180438,2.827846233,4.609552223,3.646626481,5.141853865,4.597302091,5.510647486,4.649630271,3.462364012,4.236657413,3.664802847,5.013944761,5.45933552,4.52135356,3.980248785,4.910984197,4.1164656,4.436120686,4.664149161,4.721998015,3.406428931,3.587915644,4.52432317,4.382880014,4.014531578,4.010144739,4.319984663,4.155415921,3.264669781,4.057490975,0.511657222,3.82725215,0.337644411,0.033109477,0.231389521,0.186552196,523,0.000764106,-0.032345371,0
200,200,1.77,109.02817,w/o MS2:p-Benzoquinone,[M+H]+,adduct linked to 851_[M+NH4]+; similar chromatogram in higher mz_13123; similar chromatogram in higher mz_11941,0.494,FALSE,,109.0284,C6H4O2,P-benzoquinones,AZQWKYJCGOJGHM-UHFFFAOYSA-N,O=C1C=CC(=O)C=C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.7,,,,,13.75,Cornell_Pos_S-04,109.02817:2738034 110.03152:0 111.03488:0,,1023.47308_@_14.745,4.64766384,4.388711347,4.209530179,3.052392093,4.422598369,3.681313133,2.579707952,3.914047422,3.857864885,3.189256056,4.077255546,4.17357022,3.965296632,4.118978092,4.429113228,4.791925052,3.793796598,4.445189195,4.234407635,3.793385353,4.249226348,4.479763402,4.277456664,4.306061848,3.863367506,4.37128187,4.088996244,3.846380805,4.139224378,3.980525371,3.217318004,4.76979491,4.017575147,4.048783343,4.235469881,3.803392962,4.497459766,4.099740588,4.951290019,5.037221929,0.344838579,3.877013269,0.337547353,0.033163188,0.155998831,0.125770279,524,0.000765567,-0.032397621,0
22877,22877,12.456,589.3902,Unknown,[M+H]+,,0.157,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,14.59,Cornell_Pos_S-03,589.3902:607645 590.39355:141125 591.39691:0,,581.14539_@_1.941,4.744537817,5.92637225,5.181124035,4.776647089,4.645085241,4.515527271,4.965846265,5.391758549,4.786014592,4.488849165,5.084922283,4.691858356,4.851931325,5.350469416,4.346044884,4.667140486,4.674522268,4.669583587,5.035241923,4.705868556,5.128630992,4.684905849,4.658753069,4.673803509,4.469596116,4.579615089,4.485861937,5.097080906,4.74006656,4.25841298,4.7113863,5.414142496,4.607574658,4.886754459,4.2100776,4.750154117,5.323491104,4.869544916,4.233867263,4.518645425,-0.249488451,4.957210261,-0.337497032,0.033191064,0.112883124,0.091009284,525,0.000767028,-0.032424036,0
20440,20440,17.979,535.00861,Unknown,[M+H]+,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.12,Cornell_Pos_S-38,535.00861:57121 536.01196:0 537.01532:0,,527.09216_@_1.869,5.290255941,4.416400198,5.870708094,4.983068439,4.562893436,4.464665085,5.734025383,5.032264213,5.06581985,5.849597399,5.070154318,5.502779439,4.936220817,5.500696607,4.747563206,5.294357889,4.75007286,4.911069384,5.948941127,5.734956867,5.262294233,5.743083866,5.100106376,5.726007423,6.323176151,5.95869792,5.604684615,5.935854395,6.452094309,5.827048031,5.473948098,4.51661978,5.639822037,6.021918353,5.593080607,5.904631821,4.858567632,5.47556361,5.189130019,5.613966357,0.360531093,5.162824944,0.337343583,0.033276187,0.163209028,0.131583325,526,0.000768489,-0.032507698,0
22079,22079,6.97,571.27069,Unknown,[M+H]+,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,57.03,Cornell_Pos_S-25,571.27069:3227358 572.27404:1115300 573.2774:184495,,563.92944_@_1.856,3.356680805,3.793345644,5.126982024,4.038905065,3.957947154,3.981016658,3.232681127,4.145816421,3.005765267,3.790150945,3.532959956,3.582035547,3.211031462,4.234975244,4.827152557,4.776862941,5.266058143,5.027053972,5.426613164,3.782589794,3.391280408,2.47395385,4.296249878,4.178182701,3.917003175,3.815873336,3.578413737,4.398572548,5.387859458,5.332668923,3.668673934,3.637759534,4.595293427,5.176739828,4.613855709,3.789293601,2.996399592,3.72583561,5.116987747,4.960377008,0.528733071,3.785020951,0.337297216,0.033301944,0.239389605,0.19300207,527,0.00076995,-0.032531994,0
976,976,0.14,129.10246,w/o MS2:4-Piperidinecarboxamide,[M+NH4]+,ion correlated with 1693; adduct linked to 339_[M+H]+,0.449,FALSE,1.382,129.1022,C6H12N2O,Piperidinecarboxamides,DPBWFNDFMCCGGJ-UHFFFAOYSA-N,C1CNCCC1C(=O)N,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.7,100,,,,7.81,Cornell_Pos_S-26,129.10246:824027 130.10581:717647 131.10917:324474,,118.6142_@_10.691,3.28357467,3.351095148,4.365860432,3.727795584,4.05679144,4.410525749,3.594625548,3.752283445,3.907466518,3.644389699,3.903764694,3.85525282,3.78975092,4.181049283,4.093412491,4.405832682,3.577523598,3.45981903,3.847428066,3.593906223,3.53629239,3.646422381,3.257553981,3.582222105,2.104194662,3.072538191,3.978052189,3.820427631,3.831881343,2.646997018,3.967011436,3.040844261,3.00199135,4.049917533,3.121626531,3.321862595,3.926000833,3.456620649,3.21640251,3.851175336,-0.328896914,3.844587568,-0.337124875,0.033397821,0.148997522,0.120125643,528,0.000771411,-0.03262641,0
29589,29589,19.065,761.2757,w/o MS2:Amychelin,[M+H]+,,0.169,FALSE,,761.27698,C30H42N8O14,Oligopeptides,YMYRNIMWOZETPY-OVQJPPBNSA-N,OC[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H]1COC(=N1)C1=CC=CC=C1O)C(=O)N[C@@H](CO)C(=O)N[C@H](CCCN(O)C=O)C(=O)N[C@@H]1CCCN(O)C1=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,91.8,,,,,3.67,Cornell_Pos_S-17,761.2757:66254 762.27905:0 763.28241:0,,749.45367_@_13.359,5.314886175,5.356008237,5.538229429,6.640382027,6.679173595,6.515936103,5.402937477,5.974065722,5.128863544,5.307006159,5.810862425,5.805239237,6.179740635,6.713600781,6.435786692,6.349615354,5.617306555,4.313962245,6.283984839,5.124153045,5.986037102,4.456729514,5.310378516,6.400968301,5.585516667,3.492961311,4.315494598,4.286876065,5.305187671,4.41226606,5.527319379,4.834589126,5.730047671,4.566474946,5.984268556,5.007608223,6.918300435,5.224768876,5.156312543,5.939793309,-0.553863499,5.883352253,-0.336776885,0.033592108,0.251204816,0.202527798,529,0.000772872,-0.032819236,0
20874,20874,16.8,544.43231,Unknown,[M+H]+,,0.18,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,26.27,Cornell_Pos_S-24,544.43231:3160360 545.43566:1033887 546.43902:145595,,536.17932_@_1.711,4.090987458,4.724807407,4.667746664,4.777965864,5.009369209,3.528508953,4.949560867,4.925767557,4.564688177,5.787336797,2.874661238,4.428241592,3.504696184,4.426339885,4.390978339,4.315940433,4.355784934,4.720419983,4.49982031,5.152558424,5.192999878,4.368187022,5.017328819,3.24762911,5.63669137,5.101729356,5.229238627,4.684771621,6.020302541,5.395924771,4.761046644,4.79191424,4.82411253,4.653767874,5.116734394,5.076464648,6.169344614,5.457778313,6.106237852,4.265423158,0.497159871,4.447191275,0.336759029,0.033602102,0.225500369,0.18180421,530,0.000774333,-0.032827769,0
2100,2100,11.68,158.99631,Unknown,[M+H]+,,0.315,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.16,Cornell_Pos_S-43,158.99631:415350 159.99966:0 161.00302:0,,149.06015_@_11.951,5.53236821,5.468071254,5.230824176,4.904430042,5.514071326,5.443073503,5.451520681,5.513032827,5.46173071,5.340627933,5.425062824,5.666020817,5.425958999,5.522112498,5.207411155,5.589550105,5.623921979,5.64060604,5.494168305,5.699742884,5.678112844,5.516747841,5.540076842,5.603377604,5.766907759,5.428892037,5.58101496,5.521709495,5.43773861,5.454413292,5.493795193,5.565162745,5.521059278,5.395122928,5.533411142,5.722883683,5.232843041,5.442667265,5.602212832,5.494188901,0.10894723,5.421350414,0.3367167,0.033625804,0.049422983,0.039846083,531,0.000775794,-0.032850009,0
1815,1815,17.547,152.10707,w/o MS2:Norephedrine,[M+H]+,,0.022,FALSE,3.702,152.10699,C9H13NO,Phenylpropanes,DLNKOYKMWOXYQA-VXNVDRBHSA-N,C[C@H]([C@H](c1ccccc1)O)N,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,99,,,,3.44,Cornell_Pos_Blank2,152.10707:42056 153.11042:0 154.11378:0,,142.3822_@_11.02,3.154297883,3.175443802,3.183420125,3.334646997,3.038916238,3.754540636,3.743366099,3.288360447,3.212279526,3.361785218,3.39222799,3.758518463,3.855355825,3.860795315,3.553215894,3.652486372,4.048808589,3.686826254,3.73648883,4.109503776,3.480867177,3.808791329,3.957779988,3.211342759,3.44868911,3.544464232,3.133308518,3.394005604,4.303783837,3.552300461,3.248200924,3.789718901,4.155752169,3.733555669,3.440235868,3.982995246,4.136558703,3.578745054,3.404072552,3.223315114,0.229281765,3.43671104,0.336702692,0.03363365,0.104016601,0.083860865,532,0.000777255,-0.032856395,0
33698,33698,1.889,984.3786,Unknown,[M+2H]2+,,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,51.68,Cornell_Pos_S-13,984.3786:1825393 985.38195:1276152 986.38531:0,,951.88611_@_12.323,3.713103097,2.971210259,2.972025667,3.411468219,3.265232311,3.218228557,3.246615154,2.981965338,3.113507587,3.70476904,2.900893818,3.447065226,2.645481338,3.403315944,3.473215827,3.630654845,3.365342704,3.590502996,3.552956978,3.407581556,3.064667838,3.586563434,3.871226546,2.764409006,3.6181031,3.025483407,3.423333193,3.373919555,3.534071195,3.596183204,3.179742044,3.722022191,3.806735911,3.781356169,3.608443898,3.24239209,3.478735256,2.96188938,3.703374546,2.891951497,0.218959057,3.213920111,0.336558329,0.033714604,0.099381627,0.08012403,533,0.000778716,-0.032935888,0
8406,8406,0.132,304.92517,Unknown,[M+H]+,ion correlated with 1197; ion correlated with 2097; ion correlated with 1752; ion correlated with 3618; ion correlated with 6958; ion correlated with 2442; ion correlated with 2860; ion correlated with 527; ion correlated with 6800; ion correlated with 10608; ion correlated with 329; ion correlated with 437; ion correlated with 607; ion correlated with 1032; ion correlated with 1124; ion correlated with 1229; ion correlated with 1259; ion correlated with 1284; ion correlated with 1537; ion correlated with 1704; ion correlated with 1773; ion correlated with 1805; ion correlated with 1892; ion correlated with 2049; ion correlated with 2150; ion correlated with 2221; ion correlated with 2391; ion correlated with 2737; ion correlated with 7455; ion correlated with 7520; ion correlated with 7567; ion correlated with 7672; ion correlated with 7747; ion correlated with 7790; ion correlated with 7869; ion correlated with 7958; ion correlated with 8477; ion correlated with 8513; ion correlated with 9238; ion correlated with 9769; ion correlated with 9812; ion correlated with 10558; ion correlated with 10659; ion correlated with 10824; ion correlated with 11265; ion correlated with 11365; ion correlated with 11459; ion correlated with 11515; ion correlated with 11657; ion correlated with 12973; ion correlated with 13108; ion correlated with 13170; ion correlated with 13634; ion correlated with 13733; ion correlated with 13844; ion correlated with 14539; ion correlated with 14631; ion correlated with 14723; ion correlated with 14844; ion correlated with 14948; ion correlated with 15275; ion correlated with 15372; ion correlated with 15457; ion correlated with 20426; ion correlated with 20526; ion correlated with 20567; ion correlated with 20608; ion correlated with 20651; ion correlated with 20701; ion correlated with 20731; ion correlated with 20774; ion correlated with 20833; ion correlated with 20877; ion correlated with 5209; ion correlated with 994; ion correlated with 2316; ion correlated with 2614; ion correlated with 2814; ion correlated with 2977; ion correlated with 3542; ion correlated with 3980; ion correlated with 5047; ion correlated with 5086; ion correlated with 6899; ion correlated with 8573; ion correlated with 8608; ion correlated with 8661; ion correlated with 8782; ion correlated with 9313; ion correlated with 9364; ion correlated with 9401; ion correlated with 9503; ion correlated with 9562; ion correlated with 9889; ion correlated with 9939; ion correlated with 10780; ion correlated with 11108; ion correlated with 11720; ion correlated with 11758; ion correlated with 12377; ion correlated with 12427; ion correlated with 12503; ion correlated with 13295; ion correlated with 13343; ion correlated with 13939; ion correlated with 14052; ion correlated with 14787; ion correlated with 15502; ion correlated with 570; ion correlated with 1312; ion correlated with 2936; ion correlated with 3004; ion correlated with 4075; ion correlated with 5233; ion correlated with 7925; ion correlated with 8708; ion correlated with 8755; ion correlated with 8842; ion correlated with 9659; ion correlated with 10007; ion correlated with 10938; ion correlated with 11032; ion correlated with 11925; ion correlated with 2942; ion correlated with 4103; ion correlated with 7058; ion correlated with 9597; ion correlated with 9700; ion correlated with 10050; ion correlated with 11859; ion correlated with 1946; ion correlated with 3669; ion correlated with 5163; ion correlated with 10213; ion correlated with 18126; ion correlated with 20385; ion correlated with 1857; ion correlated with 4037; ion correlated with 2697; ion correlated with 4776; ion correlated with 1080; ion correlated with 2903; ion correlated with 3588; ion correlated with 611; ion correlated with 1626; ion correlated with 3490,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,1465.56,Cornell_Pos_QC100_3_20240428192327,304.92517:3537200 305.92852:3558627 306.93188:37651504,,298.02472_@_1.903,5.91525283,4.278245083,6.26304654,6.246298414,5.952660655,5.554935357,5.974301374,6.00495903,5.07621351,6.020399281,5.680303312,5.98890684,5.370947069,5.58287656,6.278166147,6.458834287,6.576213265,6.342219867,6.47919527,5.917077587,5.316438443,6.157605336,4.879045595,5.986792155,5.815832531,6.313394946,5.911483187,5.83894567,6.18042497,6.161614308,5.703371159,5.736115309,6.312737677,6.590658484,5.647903654,6.121338914,6.006297136,5.875409211,6.016587937,6.120550378,0.320814714,5.707810418,0.336556068,0.033715873,0.145613204,0.117397119,534,0.000780177,-0.032935696,0
24922,24922,1.718,638.24316,w/o MS2:NCGC00380438-01_C30H36O14_,[M+H]+,,0.034,FALSE,,638.24402,C30H36O14,Iridoid O-glycosides,IMVOEOLJLDDJRP-CMDGGOBGSA-N,CC1OC(OC23\C=C/OC(OC4OC(CO)C(O)C(O)C4O)C2\C(=C/C3=O)C)C(O)C(OC(=O)\C=C\C5=CC=CC=C5)C1O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,96.3,,,,,12.04,Cornell_Pos_S-47_R,638.24316:837479 639.24651:0 640.24987:0,,628.95734_@_2.128,5.222954115,3.956150242,5.545875966,5.150958872,5.389940809,6.248409748,3.801327158,4.982493018,3.797443454,5.29162155,2.958913343,3.508626163,6.220463823,5.170763208,6.057444499,5.609860682,6.752448019,6.241884937,6.020571854,5.101388873,3.762489224,5.342757683,4.927067519,6.223277704,6.463593278,5.63732622,3.682487424,5.280172302,5.840460165,6.225147905,3.637464965,5.234481421,5.583717799,5.859170643,6.031485616,5.280551695,5.11206339,4.163600242,6.686129851,5.710995021,0.676258425,4.803281533,0.336476081,0.033760797,0.307026301,0.247532518,535,0.000781638,-0.032979159,0
27896,27896,10.999,713.54004,Unknown,[M+H]+,,0.169,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.71,Cornell_Pos_S-08_R,713.54004:1748416 714.54339:507534 715.54675:0,,703.57751_@_19.426,5.964792623,5.942606743,6.196367544,5.795683578,5.935904685,5.673246817,5.638133771,6.041241408,5.910622633,6.073822789,5.544143487,5.886862926,6.009762982,5.948854591,5.812293008,5.858051625,5.657122809,5.16721985,5.944108437,5.818473717,5.898920313,5.605340211,6.052143243,5.808945277,5.766043221,5.901937752,4.183088855,5.896670616,5.485002491,5.191707284,5.554220928,5.877797735,5.3771467,5.812850285,6.066985227,5.729913615,5.917747294,4.581271457,5.426060582,5.878771089,-0.27152621,5.897289041,-0.336441264,0.033780367,0.123289283,0.099398998,536,0.000783099,-0.032997268,0
254,254,0.215,110.07104,w/o MS2:Catechol,[M+H]+,,0.27,FALSE,,110.07,C6H6O2,Catechols,YCIMNLLNPGFGHC-UHFFFAOYSA-N,C1=CC=C(C(=C1)O)O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,94.6,,,,,10.53,Cornell_Pos_S-38,110.07104:1320972 111.07439:153684 112.07775:240905,,1031.69409_@_18.957,5.961234554,5.84346637,5.201610605,5.738468095,5.604188947,4.952642239,5.277963736,5.835584895,5.051979064,5.264999828,5.789500926,5.197497551,5.53933451,5.260396166,5.293487369,5.372153307,5.520242129,5.035626278,5.161828287,5.459461063,4.989333635,5.198864439,5.448256525,5.306602044,5.183413035,5.037897072,5.104594836,5.215075626,5.296170764,5.397482832,5.47345481,5.660806492,5.235631823,5.393114051,5.712974113,5.159270499,5.251854972,4.704151016,5.429701624,5.07475251,-0.191933348,5.465633392,-0.33639477,0.033806515,0.087162903,0.070272979,537,0.00078456,-0.033021954,0
